player,season,matches,runs,balls_faced,strike_rate,wickets,overs_bowled,economy,catches,run_outs
L Balaji,2009/10,7,18,20,90,7,23.2,8.87,1,0
C Madan,2009/10,1,15,19,78.95,0,0,,0,0
S Narwal,2009/10,5,14,12,116.67,5,15.4,11.81,1,1
DW Steyn,2009/10,15,13,17,76.47,15,59,6.88,1,2
MV Boucher,2009/10,2,13,10,130,0,0,,3,0
AD Mascarenhas,2009/10,2,12,10,120,4,8,8.12,0,0
SW Tait,2009/10,8,12,13,92.31,11,31.1,8.47,2,0
B Lee,2009/10,4,11,9,122.22,0,14.3,10.28,2,0
MC Henriques,2009/10,1,11,5,220,1,4,8.75,1,0
KAJ Roach,2009/10,2,10,9,111.11,0,8,10,1,0
PJ Sangwan,2009/10,8,10,14,71.43,9,31,8.32,1,0
SK Warne,2009/10,14,10,19,52.63,11,50,7.62,2,0
T Thushara,2009/10,4,10,11,90.91,5,14.3,6.97,2,0
Bipul Sharma,2009/10,4,9,7,128.57,3,10,9.4,2,1
M Morkel,2009/10,2,9,16,56.25,0,7,9.43,1,0
RP Singh,2009/10,12,9,19,47.37,13,42,8.81,4,4
Jaskaran Singh,2009/10,6,8,11,72.73,6,14,9.93,0,0
SP Goswami,2009/10,1,8,10,80,0,0,,0,0
STR Binny,2009/10,1,8,5,160,0,1,9,0,0
A Kumble,2009/10,16,6,11,54.55,17,63.2,6.43,3,0
I Sharma,2009/10,7,6,17,35.29,7,25,9.44,1,0
VS Malik,2009/10,3,6,5,120,1,7.1,8.65,0,0
A Mithun,2009/10,1,5,4,125,1,3,13,0,0
RR Powar,2009/10,7,5,8,62.5,3,23,6.96,0,0
SA Asnodkar,2009/10,1,5,4,125,0,0,,0,0
A Uniyal,2009/10,2,4,7,57.14,2,6,11,0,0
AN Ahmed,2009/10,1,4,7,57.14,0,2,13,0,0
DP Nannes,2009/10,9,4,13,30.77,7,34.2,6.52,0,0
MM Patel,2009/10,4,4,5,80,3,13,9.08,1,0
Mandeep Singh,2009/10,2,4,11,36.36,0,0,,0,0
P Kumar,2009/10,12,4,8,50,10,45,8.44,1,0
RS Sodhi,2009/10,1,4,2,200,0,0,,2,0
KB Arun Karthik,2009/10,1,3,5,60,0,0,,0,0
PP Ojha,2009/10,16,3,8,37.5,21,58.5,7.29,4,0
S Tyagi,2009/10,6,3,4,75,1,15.5,10.04,2,0
UT Yadav,2009/10,7,3,4,75,6,24,7.67,1,1
AA Bilakhia,2009/10,1,2,4,50,0,0,,1,0
CRD Fernando,2009/10,5,2,2,100,7,19,7.26,1,0
J Theron,2009/10,7,2,5,40,8,24.5,7.89,1,2
KP Appanna,2009/10,2,2,3,66.67,1,7,7.29,1,1
MS Gony,2009/10,3,2,6,33.33,1,8,11.5,1,0
RS Gavaskar,2009/10,1,2,8,25,0,1,8,0,0
BAW Mendis,2009/10,2,1,1,100,2,8,8.25,0,0
M Muralitharan,2009/10,12,1,2,50,16,48.4,6.97,3,0
Pankaj Singh,2009/10,2,1,2,50,2,8,10.12,0,0
RE van der Merwe,2009/10,1,1,2,50,2,4,6.75,0,0
SE Bond,2009/10,8,1,2,50,9,31,7.23,0,0
SJ Srivastava,2009/10,8,1,2,50,6,27,9.44,1,0
SL Malinga,2009/10,13,1,1,100,15,49,7.02,2,2
Y Nagar,2009/10,1,1,6,16.67,1,3,9.33,2,0
AB Dinda,2009/10,7,0,1,0,9,23.1,6.56,0,1
AG Murtaza,2009/10,3,0,0,,3,12,7.58,1,0
AG Paunikar,2009/10,1,0,1,0,0,0,,0,0
B Akhil,2009/10,1,0,0,,0,1,6,0,0
C Ganapathy,2009/10,1,0,0,,0,1,13,0,0
CK Langeveldt,2009/10,3,0,1,0,5,11,8,0,0
DS Kulkarni,2009/10,1,0,0,,1,4,10,0,0
Harmeet Singh,2009/10,8,0,1,0,8,24,7.25,0,0
Iqbal Abdulla,2009/10,3,0,1,0,1,8.3,7.18,0,1
JD Unadkat,2009/10,3,0,0,,4,10.2,8.23,1,1
Joginder Sharma,2009/10,3,0,0,,2,8,11.12,1,0
Kamran Khan,2009/10,3,0,0,,3,6,8.83,0,0
L Ablish,2009/10,2,0,0,,3,4,9,0,0
MB Parmar,2009/10,1,0,0,,0,3,11,0,0
ND Doshi,2009/10,1,0,0,,1,4,4.25,0,0
NLTC Perera,2009/10,1,0,0,,0,1,19,0,0
S Ladda,2009/10,5,0,9,0,4,15,9.53,0,1
SB Jakati,2009/10,11,0,0,,13,38,7.66,1,1
SB Wagh,2009/10,1,0,0,,1,1,16,0,0
VRV Singh,2009/10,1,0,0,,0,3,13.33,0,0
VY Mahesh,2009/10,1,0,0,,1,3,7.67,0,0
YA Abdulla,2009/10,2,0,1,0,1,6.5,9.66,0,0
CH Gayle,2011,12,608,332,183.13,8,36,6.78,2,0
V Kohli,2011,16,557,460,121.09,2,17,8.18,7,0
SR Tendulkar,2011,16,553,488,113.32,0,0,,4,1
SE Marsh,2011,13,504,344,146.51,0,0,,6,0
MEK Hussey,2011,14,492,414,118.84,0,0,,6,0
PC Valthaty,2011,14,463,338,136.98,7,24.1,7.82,2,0
SK Raina,2011,16,438,325,134.77,4,27.3,7.31,3,0
M Vijay,2011,16,434,339,128.02,0,0,,5,0
JH Kallis,2011,14,424,378,112.17,7,24,7.08,9,0
V Sehwag,2011,11,424,240,176.67,0,0,,9,0
S Dhawan,2011,14,400,310,129.03,1,2,5.5,6,0
S Badrinath,2011,12,396,313,126.52,0,0,,1,0
AT Rayudu,2011,16,395,350,112.86,0,0,,7,2
MS Dhoni,2011,13,392,247,158.7,0,0,,5,4
AC Gilchrist,2011,14,383,295,129.83,0,0,,9,0
G Gambhir,2011,15,378,317,119.24,0,0,,1,2
RG Sharma,2011,13,372,297,125.25,0,4,13.25,7,1
MK Tiwary,2011,13,359,325,110.46,0,2,11.5,6,0
KC Sangakkara,2011,13,358,293,122.18,0,0,,17,0
BB McCullum,2011,13,357,275,129.82,0,0,,2,0
R Dravid,2011,12,343,314,109.24,0,0,,2,1
Yuvraj Singh,2011,13,343,261,131.42,9,29,6.62,4,1
Y Venugopal Rao,2011,14,336,280,120,0,2,13,4,0
SR Watson,2011,11,330,253,130.43,6,36,6.69,3,0
DA Warner,2011,13,324,276,117.39,0,0,,4,1
AB de Villiers,2011,13,312,243,128.4,0,0,,7,3
DPMD Jayawardene,2011,13,299,257,116.34,0,0,,6,1
JD Ryder,2011,13,292,197,148.22,4,15.2,7.7,4,0
BJ Hodge,2011,14,285,236,120.76,7,11,7,1,0
RA Jadeja,2011,14,283,228,124.12,8,42,7.26,1,3
YK Pathan,2011,14,283,201,140.8,13,39,6.1,4,1
KD Karthik,2011,13,282,220,128.18,0,0,,7,0
RV Uthappa,2011,13,264,209,126.32,0,0,,12,1
S Sohal,2011,10,249,191,130.37,0,0,,0,0
MK Pandey,2011,9,246,227,108.37,0,0,,5,0
J Botha,2011,10,230,198,116.16,7,36,6.64,6,2
TM Dilshan,2011,10,226,180,125.56,1,12,9,1,0
B Chipli,2011,13,207,170,121.76,0,1,20,1,0
JP Duminy,2011,10,205,174,117.82,4,18,7.94,1,0
PA Patel,2011,13,202,183,110.38,0,0,,8,3
JR Hopes,2011,9,196,158,124.05,7,32,8.5,3,0
DT Christian,2011,14,190,159,119.5,11,45.4,7.66,7,2
SS Tiwary,2011,13,187,188,99.47,0,0,,5,0
DB Ravi Teja,2011,9,183,144,127.08,0,1,9,5,0
LRPL Taylor,2011,11,181,152,119.08,0,1,11,4,0
AL Menaria,2011,10,180,152,118.42,2,15,8.07,2,0
NV Ojha,2011,14,160,161,99.38,0,0,,8,0
IK Pathan,2011,13,150,138,108.7,11,45.5,7.51,4,0
KA Pollard,2011,16,146,133,109.77,10,42.3,8.49,9,1
MA Agarwal,2011,7,141,120,117.5,0,0,,3,0
JA Morkel,2011,14,138,102,135.29,15,45,8.49,3,0
EJG Morgan,2011,9,137,117,117.09,0,0,,3,2
A Symonds,2011,9,135,138,97.83,1,4,10.25,5,1
AC Blizzard,2011,6,120,87,137.93,0,0,,4,0
AM Rahane,2011,7,120,98,122.45,0,0,,2,0
M Manhas,2011,10,114,123,92.68,0,7,6,3,0
Y Nagar,2011,10,111,100,111,1,5,13.4,1,3
JEC Franklin,2011,6,107,78,137.18,3,10.1,9.74,2,0
RN ten Doeschate,2011,3,107,73,146.58,0,1,7,2,0
CL White,2011,6,104,109,95.41,0,0,,2,1
Harbhajan Singh,2011,15,103,71,145.07,14,53,6.98,0,1
DJ Jacobs,2011,6,92,88,104.55,0,0,,2,0
R McLaren,2011,6,90,96,93.75,5,18,9.89,2,0
S Anirudha,2011,5,83,74,112.16,0,0,,8,0
TR Birt,2011,5,75,58,129.31,0,0,,0,0
M Klinger,2011,4,73,77,94.81,0,0,,0,0
MS Bisla,2011,5,72,89,80.9,0,0,,1,0
A Mishra,2011,14,68,49,138.78,19,53.2,6.71,1,0
WP Saha,2011,2,68,63,107.94,0,0,,2,1
MD Mishra,2011,5,67,60,111.67,0,0,,0,0
TL Suman,2011,6,65,51,127.45,0,6,8.33,2,2
DJ Hussey,2011,8,64,63,101.59,1,3,12.67,6,2
AM Nayar,2011,9,61,67,91.04,2,10.1,9.34,2,0
AS Raut,2011,4,60,58,103.45,0,1,8,4,0
LA Pomersbach,2011,4,51,39,130.77,0,0,,5,0
MR Marsh,2011,5,50,49,102.04,7,14.1,6.99,0,0
R Vinay Kumar,2011,13,50,47,106.38,12,44.4,7.5,3,1
SC Ganguly,2011,3,50,59,84.75,0,0,,1,0
AG Paunikar,2011,4,49,57,85.96,0,0,,1,1
CJ Ferguson,2011,4,48,54,88.89,0,0,,1,0
PP Chawla,2011,12,48,55,87.27,16,41.2,8.13,3,0
AJ Finch,2011,6,47,46,102.17,0,2,6.5,4,0
Mandeep Singh,2011,5,47,41,114.63,0,0,,1,1
RV Gomez,2011,8,46,50,92,5,15,8.27,1,1
VVS Laxman,2011,3,44,42,104.76,0,0,,0,0
Sunny Singh,2011,5,43,31,138.71,0,0,,1,0
GC Smith,2011,4,42,51,82.35,0,0,,1,0
M Kaif,2011,4,41,33,124.24,0,0,,5,1
M Morkel,2011,11,40,25,160,13,43,7.56,1,0
STR Binny,2011,3,37,31,119.35,0,4,11,2,1
WD Parnell,2011,8,37,39,94.87,9,29.2,7.26,1,1
DW Steyn,2011,12,36,35,102.86,14,45.3,6.57,1,0
CA Pujara,2011,3,34,31,109.68,0,0,,1,0
AUK Pathan,2011,5,33,16,206.25,0,5.3,8.91,2,1
RJ Harris,2011,13,31,39,79.49,16,47,8.13,7,0
SP Goswami,2011,4,29,29,100,0,0,,4,2
Shakib Al Hasan,2011,7,29,22,131.82,11,25.3,6.86,1,1
IR Jaggi,2011,2,28,37,75.68,0,0,,1,0
A Mithun,2011,12,27,20,135,5,34,9.44,7,1
P Kumar,2011,13,27,31,87.1,10,46,7.5,2,0
NL McCullum,2011,2,26,22,118.18,0,5,6.8,1,0
OA Shah,2011,2,26,15,173.33,0,0,,2,0
R Bhatia,2011,12,25,22,113.64,8,32,6.56,4,1
R Sathish,2011,4,25,34,73.53,0,5.1,7.94,3,1
R Sharma,2011,14,24,21,114.29,16,50,5.46,6,0
Bipul Sharma,2011,4,23,18,127.78,4,12,6.5,1,0
DL Vettori,2011,13,23,28,82.14,12,51.4,6.02,4,0
NLTC Perera,2011,4,23,27,85.19,2,14,7.93,0,1
MS Wade,2011,3,22,33,66.67,0,0,,0,0
CA Ingram,2011,3,21,26,80.77,0,0,,0,0
Z Khan,2011,15,21,24,87.5,14,59,7.71,4,0
FY Fazal,2011,2,19,19,100,0,0,,0,0
Y Gnaneswara Rao,2011,1,19,17,111.76,0,1,7,2,0
AN Ahmed,2011,6,18,13,138.46,5,20,8.45,1,0
BJ Haddin,2011,1,18,11,163.64,0,0,,0,0
JJ van der Wath,2011,3,18,16,112.5,3,12,10.75,0,0
KM Jadhav,2011,4,18,23,78.26,0,0,,2,1
S Rana,2011,1,18,16,112.5,0,0.4,3,0,0
DH Yagnik,2011,4,16,22,72.73,0,0,,3,1
Iqbal Abdulla,2011,15,15,12,125,16,50,6.1,2,1
J Syed Mohammad,2011,5,15,12,125,5,15,8.47,1,0
Harpreet Singh,2011,2,14,20,70,0,0,,2,0
LR Shukla,2011,1,14,10,140,0,0,,0,0
RE van der Merwe,2011,4,14,16,87.5,5,14.5,6.2,2,1
B Akhil,2011,1,13,9,144.44,0,2,11,0,0
S Aravind,2011,13,13,8,162.5,21,46,8,1,0
M Kartik,2011,6,12,15,80,1,20.5,7.97,1,0
DJ Bravo,2011,6,11,6,183.33,6,20,7.85,2,0
RR Powar,2011,5,11,13,84.62,2,12,9.33,0,0
AA Jhunjhunwala,2011,2,10,18,55.56,0,2,11,4,0
SK Warne,2011,12,10,20,50,13,47,6.32,1,0
SW Tait,2011,4,10,10,100,6,14.5,8.56,3,0
TD Paine,2011,2,10,26,38.46,0,0,,0,0
SA Asnodkar,2011,1,9,9,100,0,0,,0,0
SD Chitnis,2011,1,9,9,100,0,0,,0,0
AB McDonald,2011,1,8,7,114.29,0,2,11.5,0,0
CK Langeveldt,2011,3,8,8,100,5,11,7.64,0,0
SL Malinga,2011,16,8,9,88.89,28,63,5.95,2,2
AB Agarkar,2011,7,7,6,116.67,8,27,8.56,0,1
I Malhotra,2011,1,7,4,175,0,1,23,0,0
KB Arun Karthik,2011,2,7,8,87.5,0,0,,3,0
MV Boucher,2011,2,6,6,100,0,0,,1,0
B Lee,2011,12,5,9,55.56,5,45.2,7.46,2,0
M Muralitharan,2011,5,5,8,62.5,2,19,7.42,1,0
PR Shah,2011,1,5,5,100,0,0,,0,0
SB Styris,2011,1,5,2,250,0,1,13,1,1
I Sharma,2011,12,4,5,80,11,44,7.14,3,0
L Balaji,2011,14,4,2,200,10,44.2,8.37,1,1
S Sriram,2011,1,4,7,57.14,0,1,25,0,0
SJ Srivastava,2011,6,4,3,133.33,8,20,9.3,1,0
JE Taylor,2011,5,3,3,100,6,19.3,8.05,0,0
R Ninan,2011,2,3,6,50,3,6,10.83,1,0
AG Murtaza,2011,5,2,5,40,3,20,5.85,1,0
DS Kulkarni,2011,6,2,4,50,5,20,7.45,1,0
R Ashwin,2011,16,2,6,33.33,20,63,6.16,3,0
RP Singh,2011,14,2,4,50,13,50,6.9,5,1
S Randiv,2011,8,2,4,50,6,29,7.69,2,1
SB Wagh,2011,7,2,3,66.67,4,16,7.56,1,1
UBT Chand,2011,2,2,12,16.67,0,0,,0,0
A Singh,2011,9,1,4,25,9,28.3,7.54,0,0
AA Chavan,2011,2,1,3,33.33,0,5,5.4,1,0
AC Thomas,2011,11,1,4,25,11,38.3,7.71,2,0
B Kumar,2011,4,1,1,100,3,11,6.09,2,0
NJ Rimmington,2011,1,1,1,100,0,3,6.33,0,0
P Parameswaran,2011,5,1,1,100,4,15.4,8.74,0,0
S Sreesanth,2011,9,1,9,11.11,7,31.5,6.47,1,0
UT Yadav,2011,6,1,5,20,2,18,9.39,3,0
A Mukund,2011,0,0,0,,0,0,,0,1
AA Kazi,2011,1,0,0,,0,2,10.5,0,0
AB Dinda,2011,5,0,5,0,5,17,8.94,0,0
AM Salvi,2011,2,0,0,,3,8,8.25,1,0
Anand Rajan,2011,2,0,0,,3,5,10,2,1
BA Bhatt,2011,8,0,5,0,9,27.5,8.23,0,0
DE Bollinger,2011,13,0,1,0,17,47,7,2,0
DP Nannes,2011,2,0,0,,2,4,7.75,1,0
F du Plessis,2011,0,0,0,,0,0,,1,0
Harmeet Singh,2011,2,0,0,,3,7,7.57,0,0
JD Unadkat,2011,6,0,0,,6,18,8.33,2,0
JDP Oram,2011,2,0,3,0,1,4,11.25,0,0
JP Faulkner,2011,1,0,0,,1,2,4.5,0,0
Joginder Sharma,2011,1,0,1,0,0,3,11.33,0,0
KMDN Kulasekara,2011,1,0,0,,1,3,8.67,0,0
Kamran Khan,2011,1,0,0,,0,3,15.67,0,0
L Ablish,2011,1,0,2,0,0,3,13,0,0
MJ Lumb,2011,1,0,2,0,0,0,,1,0
MM Patel,2011,15,0,1,0,22,54.2,6.59,3,0
MS Gony,2011,3,0,2,0,4,9,9.44,0,0
ND Doshi,2011,3,0,13,0,1,5.2,11.62,0,0
P Prasanth,2011,1,0,0,,0,1,18,0,0
PP Ojha,2011,10,0,0,,10,36.5,7.25,2,0
Pankaj Singh,2011,1,0,0,,0,2,11.5,0,0
RW Price,2011,1,0,0,,0,3,11,0,0
S Ladda,2011,2,0,0,,0,4,10.5,1,1
S Nadeem,2011,5,0,1,0,4,19,7.47,0,0
SB Jakati,2011,14,0,0,,10,44.1,7.61,7,0
SK Trivedi,2011,12,0,2,0,10,35.4,8.5,0,1
SS Mundhe,2011,1,0,0,,1,1,6,0,0
TG Southee,2011,5,0,0,,4,19,8.74,0,0
VR Aaron,2011,3,0,5,0,2,12,6.83,0,0
VS Malik,2011,1,0,0,,0,2,6.5,0,0
CH Gayle,2012,14,733,456,160.75,0,4.4,14.14,2,0
G Gambhir,2012,17,590,411,143.55,0,0,,4,3
S Dhawan,2012,15,569,439,129.61,3,6,9.17,5,1
AM Rahane,2012,16,560,433,129.33,0,0,,11,0
V Sehwag,2012,16,495,307,161.24,0,4,11.25,7,2
CL White,2012,13,479,320,149.69,0,3,9,3,0
R Dravid,2012,16,462,412,112.14,0,0,,5,1
SK Raina,2012,18,441,325,135.69,2,14,7.5,10,0
RG Sharma,2012,16,433,342,126.61,0,1,16,13,1
Mandeep Singh,2012,16,432,342,126.32,0,0,,5,0
JH Kallis,2012,17,409,384,106.51,15,54,7.46,2,1
RV Uthappa,2012,16,405,343,118.08,0,0,,6,1
F du Plessis,2012,12,398,304,130.92,0,1,16,4,2
DJ Hussey,2012,15,396,305,129.84,3,9,7,4,1
DJ Bravo,2012,18,371,264,140.53,15,57.4,8.01,9,3
V Kohli,2012,15,364,326,111.66,0,3,16.33,7,2
SPD Smith,2012,14,362,267,135.58,0,0.2,15,10,5
MS Dhoni,2012,17,358,278,128.78,0,0,,12,2
OA Shah,2012,13,340,256,132.81,0,0,,5,1
M Vijay,2012,13,336,267,125.84,0,0,,6,0
SE Marsh,2012,13,336,280,120,0,0,,8,2
DPMD Jayawardene,2012,15,335,298,112.42,0,0,,6,1
AT Rayudu,2012,15,333,252,132.14,0,0,,2,1
SR Tendulkar,2012,13,324,283,114.49,0,0,,0,0
AB de Villiers,2012,13,319,198,161.11,0,0,,4,2
KP Pietersen,2012,8,305,207,147.34,0,6,8.83,3,2
BB McCullum,2012,12,289,283,102.12,0,0,,9,3
TM Dilshan,2012,9,285,261,109.2,0,7,11,5,0
SC Ganguly,2012,15,268,271,98.89,2,10,9.5,6,0
MEK Hussey,2012,8,261,236,110.59,0,0,,4,0
MK Tiwary,2012,15,260,246,105.69,0,0,,10,0
DA Warner,2012,8,256,156,164.1,0,0,,1,1
JD Ryder,2012,11,256,212,120.75,1,7,10,4,0
NV Ojha,2012,16,255,224,113.84,0,0,,14,1
SR Watson,2012,7,255,168,151.79,6,23,7,2,0
BJ Hodge,2012,12,245,175,140,1,2,10.5,7,0
JP Duminy,2012,9,244,190,128.42,1,12,8.67,6,0
KD Karthik,2012,14,238,213,111.74,0,0,,5,1
MA Agarwal,2012,12,225,158,142.41,0,0,,9,0
AL Menaria,2012,12,220,202,108.91,1,3.2,6.9,2,0
JEC Franklin,2012,11,220,223,98.65,6,15,8.07,4,0
KA Pollard,2012,14,220,159,138.36,16,43.5,7.98,5,1
MS Bisla,2012,7,213,160,133.12,0,0,,6,0
KC Sangakkara,2012,12,200,184,108.7,0,0,,9,0
LRPL Taylor,2012,12,197,171,115.2,0,0,,3,0
S Badrinath,2012,9,196,181,108.29,0,0,,3,0
PA Patel,2012,12,194,165,117.58,0,0,,5,2
YK Pathan,2012,16,194,169,114.79,3,22,8.27,3,1
RA Jadeja,2012,14,191,151,126.49,12,35,7.8,2,3
SS Tiwary,2012,11,191,170,112.35,0,0,,3,0
Azhar Mahmood,2012,11,186,142,130.99,14,42.4,7.71,6,0
IK Pathan,2012,17,176,126,139.68,8,60,7.75,8,1
AC Gilchrist,2012,7,172,143,120.28,0,0,,5,0
DR Smith,2012,6,157,98,160.2,2,13,7.31,1,1
Y Nagar,2012,8,153,133,115.04,0,1,10,4,1
DT Christian,2012,7,145,118,122.88,8,27,8.63,5,0
MK Pandey,2012,9,143,112,127.68,0,0,,3,1
N Saini,2012,10,140,141,99.29,0,0,,11,1
Y Venugopal Rao,2012,7,132,126,104.76,0,2,13,0,1
AD Mathews,2012,9,127,108,117.59,7,26,7.38,3,1
DB Das,2012,10,126,93,135.48,0,0,,5,0
MN Samuels,2012,8,124,123,100.81,8,28.4,7.53,0,0
M Manhas,2012,7,120,96,125,0,0,,4,0
DJ Harris,2012,4,111,101,109.9,0,3,8.67,5,0
Harbhajan Singh,2012,16,108,80,135,6,54,7.11,6,2
JA Morkel,2012,15,107,68,157.35,13,49.3,7.78,2,0
PP Chawla,2012,16,106,88,120.45,16,57,7.35,2,0
DA Miller,2012,6,98,75,130.67,0,0,,2,1
MJ Clarke,2012,6,98,94,104.26,2,11,6.09,1,0
Shakib Al Hasan,2012,8,91,74,122.97,12,30,6.5,1,0
STR Binny,2012,6,90,67,134.33,3,10,7.8,1,0
AP Majumdar,2012,4,87,76,114.47,0,0,,0,0
Gurkeerat Singh,2012,4,86,52,165.38,0,0,,2,0
RE Levi,2012,6,83,73,113.7,0,0,,2,0
HH Gibbs,2012,3,81,88,92.05,0,0,,0,1
LR Shukla,2012,7,75,57,131.58,1,2,6,7,1
PA Reddy,2012,3,73,59,123.73,0,0,,0,0
Bipul Sharma,2012,4,72,47,153.19,0,7.4,10.3,1,0
SP Goswami,2012,6,69,67,102.99,0,0,,4,0
R Vinay Kumar,2012,14,68,62,109.68,19,55.5,8.6,5,1
SD Chitnis,2012,4,66,62,106.45,0,0,,1,0
J Botha,2012,11,58,54,107.41,9,41,7.24,2,0
AJ Finch,2012,2,55,51,107.84,0,0,,0,1
SL Malinga,2012,14,55,53,103.77,22,55.3,6.31,4,0
CJ Ferguson,2012,4,50,63,79.37,0,0,,1,0
AB McDonald,2012,3,47,35,134.29,5,10,6.1,0,0
AD Russell,2012,4,47,26,180.77,1,16,10.06,0,0
AM Nayar,2012,4,45,49,91.84,0,1,16,0,0
B Lee,2012,10,42,20,210,7,38,7.87,1,2
B Kumar,2012,11,40,40,100,8,39,7.21,0,0
KK Cooper,2012,6,38,20,190,10,24,7.25,2,1
B Chipli,2012,4,37,35,105.71,0,0,,1,0
P Negi,2012,6,36,29,124.14,7,22,6.91,1,1
UBT Chand,2012,2,36,34,105.88,0,0,,1,0
A Ashish Reddy,2012,9,35,29,120.69,11,27.1,8.72,0,1
P Kumar,2012,16,35,30,116.67,9,63,6.89,1,1
R Bhatia,2012,16,35,28,125,13,53.1,7.32,6,0
RJ Peterson,2012,5,32,30,106.67,3,8,8.75,1,0
DL Vettori,2012,9,31,26,119.23,5,35,6.74,3,0
PC Valthaty,2012,6,30,51,58.82,0,1,16,1,0
M Kartik,2012,11,26,21,123.81,4,36,7.39,3,0
DH Yagnik,2012,3,25,13,192.31,0,0,,2,0
AA Jhunjhunwala,2012,3,24,26,92.31,1,6,6.33,2,0
RN ten Doeschate,2012,3,21,21,100,1,3,8,1,0
AC Thomas,2012,4,19,15,126.67,3,14,7.79,1,1
DW Steyn,2012,12,19,21,90.48,18,46.4,6.11,2,0
S Anirudha,2012,2,19,7,271.43,0,0,,0,1
WD Parnell,2012,6,19,27,70.37,5,21,6.1,1,0
Ankit Sharma,2012,9,18,13,138.46,4,24.1,6.83,0,0
R Ashwin,2012,18,18,15,120,14,65.5,6.55,5,1
RJ Harris,2012,5,18,11,163.64,8,18,7.22,2,0
CA Pujara,2012,3,17,22,77.27,0,0,,2,0
A Mishra,2012,14,16,20,80,13,47,8.02,1,1
GB Hogg,2012,9,15,16,93.75,10,36,7.03,1,0
HV Patel,2012,11,15,15,100,9,41,8.29,7,1
Harmeet Singh,2012,7,15,7,214.29,7,22.2,8.55,0,0
IR Jaggi,2012,3,15,21,71.43,0,0,,1,0
P Dogra,2012,3,15,24,62.5,0,0,,2,0
TL Suman,2012,2,15,19,78.95,0,0,,1,0
AD Mascarenhas,2012,4,14,16,87.5,7,16,6.56,1,0
JP Faulkner,2012,2,14,13,107.69,3,8,9,1,0
M Kaif,2012,1,14,16,87.5,0,0,,0,0
S Aravind,2012,1,14,8,175,0,3,16,0,0
DAJ Bracewell,2012,1,12,9,133.33,3,4,8,1,1
Z Khan,2012,15,12,17,70.59,17,60,7.55,5,0
A Nehra,2012,13,11,12,91.67,11,48,8.38,1,0
AA Chavan,2012,8,11,8,137.5,7,27.2,8.63,2,0
K Upadhyay,2012,1,11,8,137.5,0,4,8.25,0,0
DS Kulkarni,2012,2,10,5,200,6,8,8,1,0
SP Narine,2012,15,9,7,128.57,24,59.1,5.48,0,0
CJ McKay,2012,2,8,15,53.33,1,7,8.57,0,0
J Theron,2012,2,7,6,116.67,2,8,8.25,0,0
SB Jakati,2012,15,7,12,58.33,9,41,8.2,4,0
AUK Pathan,2012,2,6,7,85.71,0,1,14,0,0
BA Bhatt,2012,5,6,2,300,2,16.3,8.24,0,0
CA Lynn,2012,1,6,9,66.67,0,0,,1,0
GJ Maxwell,2012,2,6,11,54.55,1,3,7.33,0,0
Harpreet Singh,2012,1,6,6,100,0,0,,0,0
M Muralitharan,2012,10,6,9,66.67,15,40,6.5,1,0
RP Singh,2012,11,6,12,50,10,41,7.76,3,1
WP Saha,2012,1,6,14,42.86,0,0,,1,0
KMDN Kulasekara,2012,4,5,3,166.67,4,14,6.71,3,0
SK Trivedi,2012,14,5,6,83.33,13,52,7.31,3,0
DB Ravi Teja,2012,2,4,4,100,0,0,,0,0
J Syed Mohammad,2012,2,4,1,400,0,7,9.29,0,0
MD Mishra,2012,1,4,4,100,0,0,,0,0
MS Gony,2012,6,4,8,50,3,24,8.62,1,0
NLTC Perera,2012,2,4,9,44.44,0,2.3,10.8,3,0
P Awana,2012,12,4,5,80,17,47,7.91,3,1
PP Ojha,2012,9,4,14,28.57,9,30,7.33,1,0
AG Murtaza,2012,1,3,5,60,0,2,5.5,0,0
DE Bollinger,2012,6,3,5,60,9,18,8.72,2,0
M Morkel,2012,16,3,5,60,25,63,7.19,1,0
AB Dinda,2012,7,2,5,40,9,24,7.04,1,0
BB Samantray,2012,1,2,2,100,0,0,,0,0
Iqbal Abdulla,2012,8,2,3,66.67,4,22,6.55,5,1
MM Patel,2012,12,2,7,28.57,15,46.4,7.86,5,0
R Sharma,2012,11,2,11,18.18,9,37,8.11,2,0
UT Yadav,2012,17,2,7,28.57,19,61,7.43,2,1
VR Aaron,2012,8,1,3,33.33,8,31,8.74,1,1
A Chandila,2012,4,0,1,0,5,14,6.14,1,0
A Mithun,2012,1,0,0,,0,3,11,0,0
A Singh,2012,9,0,3,0,10,32.5,9.44,1,0
AB Agarkar,2012,4,0,0,,3,14.2,9.35,2,0
AC Blizzard,2012,1,0,3,0,0,0,,0,0
AN Ahmed,2012,1,0,0,,0,2,8.5,0,1
Anand Rajan,2012,4,0,0,,3,11.5,9.21,0,0
BW Hilfenhaus,2012,9,0,0,,14,34,6.85,0,0
DJ Jacobs,2012,1,0,10,0,0,0,,1,0
JD Unadkat,2012,1,0,0,,0,3,10.67,0,0
KP Appanna,2012,6,0,0,,6,17,8.71,2,2
L Balaji,2012,8,0,0,,11,30,5.4,1,0
LA Pomersbach,2012,0,0,0,,0,0,,1,0
LJ Wright,2012,1,0,0,,0,2,12,0,1
M de Lange,2012,3,0,0,,3,10,10.7,0,0
P Parameswaran,2012,3,0,1,0,5,10,8.7,0,0
PJ Sangwan,2012,1,0,0,,1,4,10.5,1,0
